Points with non-zero HEIDI values:
Point 0 -> Point 0, HEIDI Value: 3.0000
Point 13 -> Point 190, HEIDI Value: 2.0000
Point 13 -> Point 248, HEIDI Value: 2.0000
Point 13 -> Point 251, HEIDI Value: 2.0000
Point 14 -> Point 37, HEIDI Value: 2.0000
Point 14 -> Point 59, HEIDI Value: 2.0000
Point 14 -> Point 108, HEIDI Value: 2.0000
Point 14 -> Point 156, HEIDI Value: 2.0000
Point 15 -> Point 92, HEIDI Value: 2.0000
Point 15 -> Point 137, HEIDI Value: 2.0000
Point 15 -> Point 193, HEIDI Value: 2.0000
Point 15 -> Point 245, HEIDI Value: 2.0000
Point 16 -> Point 62, HEIDI Value: 2.0000
Point 16 -> Point 99, HEIDI Value: 2.0000
Point 16 -> Point 161, HEIDI Value: 2.0000
Point 16 -> Point 215, HEIDI Value: 2.0000
Point 16 -> Point 274, HEIDI Value: 2.0000
Point 17 -> Point 117, HEIDI Value: 2.0000
Point 17 -> Point 136, HEIDI Value: 2.0000
Point 17 -> Point 139, HEIDI Value: 2.0000
Point 17 -> Point 188, HEIDI Value: 2.0000
Point 17 -> Point 209, HEIDI Value: 2.0000
Point 19 -> Point 35, HEIDI Value: 2.0000
Point 19 -> Point 36, HEIDI Value: 2.0000
Point 19 -> Point 273, HEIDI Value: 2.0000
Point 20 -> Point 2, HEIDI Value: 2.0000
Point 20 -> Point 95, HEIDI Value: 2.0000
Point 20 -> Point 102, HEIDI Value: 2.0000
Point 20 -> Point 133, HEIDI Value: 2.0000
Point 20 -> Point 231, HEIDI Value: 2.0000
Point 21 -> Point 28, HEIDI Value: 2.0000
Point 21 -> Point 52, HEIDI Value: 2.0000
Point 21 -> Point 75, HEIDI Value: 2.0000
Point 21 -> Point 152, HEIDI Value: 2.0000
Point 21 -> Point 157, HEIDI Value: 2.0000
Point 21 -> Point 208, HEIDI Value: 2.0000
Point 22 -> Point 11, HEIDI Value: 2.0000
Point 22 -> Point 39, HEIDI Value: 2.0000
Point 22 -> Point 51, HEIDI Value: 2.0000
Point 22 -> Point 79, HEIDI Value: 2.0000
Point 22 -> Point 100, HEIDI Value: 2.0000
Point 22 -> Point 143, HEIDI Value: 2.0000
Point 23 -> Point 32, HEIDI Value: 2.0000
Point 23 -> Point 34, HEIDI Value: 2.0000
Point 23 -> Point 176, HEIDI Value: 2.0000
Point 23 -> Point 226, HEIDI Value: 2.0000
Point 24 -> Point 26, HEIDI Value: 2.0000
Point 24 -> Point 192, HEIDI Value: 2.0000
Point 24 -> Point 217, HEIDI Value: 2.0000
Point 24 -> Point 247, HEIDI Value: 2.0000
Point 24 -> Point 282, HEIDI Value: 2.0000
Point 25 -> Point 54, HEIDI Value: 2.0000
Point 25 -> Point 79, HEIDI Value: 2.0000
Point 25 -> Point 121, HEIDI Value: 2.0000
Point 25 -> Point 177, HEIDI Value: 2.0000
Point 25 -> Point 270, HEIDI Value: 2.0000
Point 25 -> Point 290, HEIDI Value: 2.0000
Point 25 -> Point 299, HEIDI Value: 2.0000
Point 26 -> Point 192, HEIDI Value: 2.0000
Point 26 -> Point 201, HEIDI Value: 2.0000
Point 26 -> Point 217, HEIDI Value: 2.0000
Point 26 -> Point 257, HEIDI Value: 2.0000
Point 26 -> Point 282, HEIDI Value: 2.0000
Point 27 -> Point 72, HEIDI Value: 2.0000
Point 27 -> Point 81, HEIDI Value: 2.0000
Point 27 -> Point 154, HEIDI Value: 2.0000
Point 28 -> Point 52, HEIDI Value: 2.0000
Point 28 -> Point 64, HEIDI Value: 2.0000
Point 28 -> Point 66, HEIDI Value: 2.0000
Point 28 -> Point 69, HEIDI Value: 2.0000
Point 28 -> Point 75, HEIDI Value: 2.0000
Point 28 -> Point 138, HEIDI Value: 2.0000
Point 28 -> Point 208, HEIDI Value: 2.0000
Point 29 -> Point 189, HEIDI Value: 2.0000
Point 29 -> Point 298, HEIDI Value: 2.0000
Point 30 -> Point 275, HEIDI Value: 2.0000
Point 31 -> Point 33, HEIDI Value: 2.0000
Point 31 -> Point 56, HEIDI Value: 2.0000
Point 31 -> Point 73, HEIDI Value: 2.0000
Point 31 -> Point 223, HEIDI Value: 2.0000
Point 32 -> Point 23, HEIDI Value: 2.0000
Point 32 -> Point 127, HEIDI Value: 2.0000
Point 32 -> Point 269, HEIDI Value: 2.0000
Point 33 -> Point 31, HEIDI Value: 2.0000
Point 33 -> Point 49, HEIDI Value: 2.0000
Point 33 -> Point 73, HEIDI Value: 2.0000
Point 33 -> Point 159, HEIDI Value: 2.0000
Point 33 -> Point 284, HEIDI Value: 2.0000
Point 34 -> Point 23, HEIDI Value: 2.0000
Point 34 -> Point 189, HEIDI Value: 2.0000
Point 34 -> Point 228, HEIDI Value: 2.0000
Point 34 -> Point 276, HEIDI Value: 2.0000
Point 34 -> Point 298, HEIDI Value: 2.0000
Point 35 -> Point 10, HEIDI Value: 2.0000
Point 35 -> Point 19, HEIDI Value: 2.0000
Point 35 -> Point 36, HEIDI Value: 2.0000
Point 35 -> Point 62, HEIDI Value: 2.0000
Point 35 -> Point 99, HEIDI Value: 2.0000
Point 35 -> Point 122, HEIDI Value: 2.0000
Point 35 -> Point 261, HEIDI Value: 2.0000
Point 36 -> Point 10, HEIDI Value: 2.0000
Point 36 -> Point 19, HEIDI Value: 2.0000
Point 36 -> Point 62, HEIDI Value: 2.0000
Point 36 -> Point 122, HEIDI Value: 2.0000
Point 36 -> Point 261, HEIDI Value: 2.0000
Point 37 -> Point 14, HEIDI Value: 2.0000
Point 37 -> Point 156, HEIDI Value: 2.0000
Point 37 -> Point 173, HEIDI Value: 2.0000
Point 37 -> Point 234, HEIDI Value: 2.0000
Point 38 -> Point 9, HEIDI Value: 2.0000
Point 38 -> Point 187, HEIDI Value: 2.0000
Point 38 -> Point 200, HEIDI Value: 2.0000
Point 38 -> Point 255, HEIDI Value: 2.0000
Point 39 -> Point 22, HEIDI Value: 2.0000
Point 39 -> Point 51, HEIDI Value: 2.0000
Point 39 -> Point 100, HEIDI Value: 2.0000
Point 40 -> Point 250, HEIDI Value: 2.0000
Point 40 -> Point 257, HEIDI Value: 2.0000
Point 40 -> Point 292, HEIDI Value: 2.0000
Point 41 -> Point 118, HEIDI Value: 2.0000
Point 41 -> Point 186, HEIDI Value: 2.0000
Point 41 -> Point 198, HEIDI Value: 2.0000
Point 41 -> Point 213, HEIDI Value: 2.0000
Point 41 -> Point 267, HEIDI Value: 2.0000
Point 41 -> Point 268, HEIDI Value: 2.0000
Point 42 -> Point 85, HEIDI Value: 2.0000
Point 42 -> Point 192, HEIDI Value: 2.0000
Point 42 -> Point 201, HEIDI Value: 2.0000
Point 42 -> Point 241, HEIDI Value: 2.0000
Point 42 -> Point 282, HEIDI Value: 2.0000
Point 43 -> Point 136, HEIDI Value: 2.0000
Point 43 -> Point 139, HEIDI Value: 2.0000
Point 43 -> Point 209, HEIDI Value: 2.0000
Point 43 -> Point 219, HEIDI Value: 2.0000
Point 43 -> Point 273, HEIDI Value: 2.0000
Point 44 -> Point 63, HEIDI Value: 2.0000
Point 44 -> Point 251, HEIDI Value: 2.0000
Point 45 -> Point 9, HEIDI Value: 2.0000
Point 45 -> Point 48, HEIDI Value: 2.0000
Point 45 -> Point 71, HEIDI Value: 2.0000
Point 46 -> Point 38, HEIDI Value: 2.0000
Point 46 -> Point 168, HEIDI Value: 2.0000
Point 46 -> Point 179, HEIDI Value: 2.0000
Point 46 -> Point 221, HEIDI Value: 2.0000
Point 46 -> Point 294, HEIDI Value: 2.0000
Point 47 -> Point 9, HEIDI Value: 2.0000
Point 47 -> Point 71, HEIDI Value: 2.0000
Point 48 -> Point 45, HEIDI Value: 2.0000
Point 48 -> Point 68, HEIDI Value: 2.0000
Point 48 -> Point 93, HEIDI Value: 2.0000
Point 48 -> Point 169, HEIDI Value: 2.0000
Point 48 -> Point 170, HEIDI Value: 2.0000
Point 49 -> Point 83, HEIDI Value: 2.0000
Point 49 -> Point 133, HEIDI Value: 2.0000
Point 49 -> Point 225, HEIDI Value: 2.0000
Point 49 -> Point 284, HEIDI Value: 2.0000
Point 50 -> Point 130, HEIDI Value: 2.0000
Point 50 -> Point 131, HEIDI Value: 2.0000
Point 50 -> Point 162, HEIDI Value: 2.0000
Point 50 -> Point 181, HEIDI Value: 2.0000
Point 50 -> Point 243, HEIDI Value: 2.0000
Point 50 -> Point 271, HEIDI Value: 2.0000
Point 50 -> Point 283, HEIDI Value: 2.0000
Point 51 -> Point 22, HEIDI Value: 2.0000
Point 51 -> Point 39, HEIDI Value: 2.0000
Point 51 -> Point 61, HEIDI Value: 2.0000
Point 51 -> Point 100, HEIDI Value: 2.0000
Point 51 -> Point 165, HEIDI Value: 2.0000
Point 52 -> Point 21, HEIDI Value: 2.0000
Point 52 -> Point 28, HEIDI Value: 2.0000
Point 52 -> Point 64, HEIDI Value: 2.0000
Point 52 -> Point 75, HEIDI Value: 2.0000
Point 52 -> Point 138, HEIDI Value: 2.0000
Point 52 -> Point 152, HEIDI Value: 2.0000
Point 52 -> Point 208, HEIDI Value: 2.0000
Point 53 -> Point 23, HEIDI Value: 2.0000
Point 53 -> Point 269, HEIDI Value: 2.0000
Point 53 -> Point 276, HEIDI Value: 2.0000
Point 54 -> Point 8, HEIDI Value: 2.0000
Point 54 -> Point 11, HEIDI Value: 2.0000
Point 54 -> Point 25, HEIDI Value: 2.0000
Point 54 -> Point 79, HEIDI Value: 2.0000
Point 54 -> Point 299, HEIDI Value: 2.0000
Point 55 -> Point 102, HEIDI Value: 2.0000
Point 55 -> Point 239, HEIDI Value: 2.0000
Point 56 -> Point 31, HEIDI Value: 2.0000
Point 56 -> Point 73, HEIDI Value: 2.0000
Point 56 -> Point 91, HEIDI Value: 2.0000
Point 56 -> Point 159, HEIDI Value: 2.0000
Point 56 -> Point 223, HEIDI Value: 2.0000
Point 58 -> Point 77, HEIDI Value: 2.0000
Point 58 -> Point 292, HEIDI Value: 2.0000
Point 59 -> Point 13, HEIDI Value: 2.0000
Point 59 -> Point 14, HEIDI Value: 2.0000
Point 59 -> Point 156, HEIDI Value: 2.0000
Point 59 -> Point 211, HEIDI Value: 2.0000
Point 59 -> Point 248, HEIDI Value: 2.0000
Point 60 -> Point 7, HEIDI Value: 2.0000
Point 60 -> Point 128, HEIDI Value: 2.0000
Point 60 -> Point 220, HEIDI Value: 2.0000
Point 61 -> Point 98, HEIDI Value: 2.0000
Point 61 -> Point 100, HEIDI Value: 2.0000
Point 61 -> Point 165, HEIDI Value: 2.0000
Point 61 -> Point 258, HEIDI Value: 2.0000
Point 62 -> Point 36, HEIDI Value: 2.0000
Point 62 -> Point 122, HEIDI Value: 2.0000
Point 62 -> Point 227, HEIDI Value: 2.0000
Point 62 -> Point 261, HEIDI Value: 2.0000
Point 63 -> Point 13, HEIDI Value: 2.0000
Point 63 -> Point 44, HEIDI Value: 2.0000
Point 63 -> Point 77, HEIDI Value: 2.0000
Point 63 -> Point 110, HEIDI Value: 2.0000
Point 63 -> Point 211, HEIDI Value: 2.0000
Point 63 -> Point 251, HEIDI Value: 2.0000
Point 64 -> Point 28, HEIDI Value: 2.0000
Point 64 -> Point 66, HEIDI Value: 2.0000
Point 64 -> Point 208, HEIDI Value: 2.0000
Point 65 -> Point 38, HEIDI Value: 2.0000
Point 65 -> Point 138, HEIDI Value: 2.0000
Point 65 -> Point 168, HEIDI Value: 2.0000
Point 65 -> Point 200, HEIDI Value: 2.0000
Point 65 -> Point 294, HEIDI Value: 2.0000
Point 66 -> Point 28, HEIDI Value: 2.0000
Point 66 -> Point 32, HEIDI Value: 2.0000
Point 66 -> Point 64, HEIDI Value: 2.0000
Point 66 -> Point 127, HEIDI Value: 2.0000
Point 66 -> Point 208, HEIDI Value: 2.0000
Point 66 -> Point 216, HEIDI Value: 2.0000
Point 67 -> Point 8, HEIDI Value: 2.0000
Point 67 -> Point 214, HEIDI Value: 2.0000
Point 68 -> Point 170, HEIDI Value: 2.0000
Point 68 -> Point 187, HEIDI Value: 2.0000
Point 68 -> Point 287, HEIDI Value: 2.0000
Point 69 -> Point 45, HEIDI Value: 2.0000
Point 69 -> Point 189, HEIDI Value: 2.0000
Point 70 -> Point 101, HEIDI Value: 2.0000
Point 70 -> Point 232, HEIDI Value: 2.0000
Point 70 -> Point 273, HEIDI Value: 2.0000
Point 70 -> Point 280, HEIDI Value: 2.0000
Point 70 -> Point 297, HEIDI Value: 2.0000
Point 71 -> Point 45, HEIDI Value: 2.0000
Point 71 -> Point 47, HEIDI Value: 2.0000
Point 71 -> Point 170, HEIDI Value: 2.0000
Point 72 -> Point 27, HEIDI Value: 2.0000
Point 72 -> Point 81, HEIDI Value: 2.0000
Point 73 -> Point 31, HEIDI Value: 2.0000
Point 73 -> Point 33, HEIDI Value: 2.0000
Point 73 -> Point 56, HEIDI Value: 2.0000
Point 73 -> Point 91, HEIDI Value: 2.0000
Point 73 -> Point 159, HEIDI Value: 2.0000
Point 73 -> Point 223, HEIDI Value: 2.0000
Point 73 -> Point 277, HEIDI Value: 2.0000
Point 73 -> Point 284, HEIDI Value: 2.0000
Point 74 -> Point 9, HEIDI Value: 2.0000
Point 74 -> Point 45, HEIDI Value: 2.0000
Point 74 -> Point 189, HEIDI Value: 2.0000
Point 75 -> Point 21, HEIDI Value: 2.0000
Point 75 -> Point 52, HEIDI Value: 2.0000
Point 75 -> Point 64, HEIDI Value: 2.0000
Point 75 -> Point 66, HEIDI Value: 2.0000
Point 75 -> Point 152, HEIDI Value: 2.0000
Point 75 -> Point 157, HEIDI Value: 2.0000
Point 75 -> Point 208, HEIDI Value: 2.0000
Point 76 -> Point 4, HEIDI Value: 2.0000
Point 76 -> Point 5, HEIDI Value: 2.0000
Point 76 -> Point 158, HEIDI Value: 2.0000
Point 76 -> Point 224, HEIDI Value: 2.0000
Point 76 -> Point 275, HEIDI Value: 2.0000
Point 77 -> Point 230, HEIDI Value: 2.0000
Point 77 -> Point 251, HEIDI Value: 2.0000
Point 78 -> Point 8, HEIDI Value: 2.0000
Point 78 -> Point 79, HEIDI Value: 2.0000
Point 78 -> Point 143, HEIDI Value: 2.0000
Point 78 -> Point 172, HEIDI Value: 2.0000
Point 79 -> Point 11, HEIDI Value: 2.0000
Point 79 -> Point 22, HEIDI Value: 2.0000
Point 79 -> Point 25, HEIDI Value: 2.0000
Point 79 -> Point 54, HEIDI Value: 2.0000
Point 79 -> Point 78, HEIDI Value: 2.0000
Point 79 -> Point 249, HEIDI Value: 2.0000
Point 79 -> Point 265, HEIDI Value: 2.0000
Point 80 -> Point 114, HEIDI Value: 2.0000
Point 80 -> Point 166, HEIDI Value: 2.0000
Point 80 -> Point 231, HEIDI Value: 2.0000
Point 80 -> Point 237, HEIDI Value: 2.0000
Point 81 -> Point 18, HEIDI Value: 2.0000
Point 81 -> Point 27, HEIDI Value: 2.0000
Point 81 -> Point 129, HEIDI Value: 2.0000
Point 81 -> Point 150, HEIDI Value: 2.0000
Point 82 -> Point 124, HEIDI Value: 2.0000
Point 82 -> Point 171, HEIDI Value: 2.0000
Point 82 -> Point 252, HEIDI Value: 2.0000
Point 82 -> Point 262, HEIDI Value: 2.0000
Point 83 -> Point 49, HEIDI Value: 2.0000
Point 83 -> Point 95, HEIDI Value: 2.0000
Point 83 -> Point 133, HEIDI Value: 2.0000
Point 83 -> Point 284, HEIDI Value: 2.0000
Point 84 -> Point 116, HEIDI Value: 2.0000
Point 84 -> Point 207, HEIDI Value: 2.0000
Point 85 -> Point 42, HEIDI Value: 2.0000
Point 85 -> Point 160, HEIDI Value: 2.0000
Point 85 -> Point 180, HEIDI Value: 2.0000
Point 85 -> Point 192, HEIDI Value: 2.0000
Point 85 -> Point 201, HEIDI Value: 2.0000
Point 85 -> Point 217, HEIDI Value: 2.0000
Point 85 -> Point 282, HEIDI Value: 2.0000
Point 86 -> Point 117, HEIDI Value: 2.0000
Point 86 -> Point 149, HEIDI Value: 2.0000
Point 86 -> Point 197, HEIDI Value: 2.0000
Point 87 -> Point 116, HEIDI Value: 2.0000
Point 87 -> Point 251, HEIDI Value: 2.0000
Point 88 -> Point 97, HEIDI Value: 2.0000
Point 88 -> Point 167, HEIDI Value: 2.0000
Point 88 -> Point 171, HEIDI Value: 2.0000
Point 88 -> Point 196, HEIDI Value: 2.0000
Point 89 -> Point 147, HEIDI Value: 2.0000
Point 89 -> Point 182, HEIDI Value: 2.0000
Point 89 -> Point 203, HEIDI Value: 2.0000
Point 89 -> Point 260, HEIDI Value: 2.0000
Point 89 -> Point 288, HEIDI Value: 2.0000
Point 90 -> Point 94, HEIDI Value: 2.0000
Point 90 -> Point 141, HEIDI Value: 2.0000
Point 90 -> Point 147, HEIDI Value: 2.0000
Point 90 -> Point 285, HEIDI Value: 2.0000
Point 91 -> Point 31, HEIDI Value: 2.0000
Point 91 -> Point 33, HEIDI Value: 2.0000
Point 91 -> Point 56, HEIDI Value: 2.0000
Point 91 -> Point 73, HEIDI Value: 2.0000
Point 91 -> Point 132, HEIDI Value: 2.0000
Point 91 -> Point 277, HEIDI Value: 2.0000
Point 91 -> Point 293, HEIDI Value: 2.0000
Point 92 -> Point 15, HEIDI Value: 2.0000
Point 92 -> Point 141, HEIDI Value: 2.0000
Point 92 -> Point 158, HEIDI Value: 2.0000
Point 93 -> Point 48, HEIDI Value: 2.0000
Point 93 -> Point 71, HEIDI Value: 2.0000
Point 93 -> Point 189, HEIDI Value: 2.0000
Point 93 -> Point 287, HEIDI Value: 2.0000
Point 94 -> Point 137, HEIDI Value: 2.0000
Point 94 -> Point 141, HEIDI Value: 2.0000
Point 94 -> Point 147, HEIDI Value: 2.0000
Point 94 -> Point 182, HEIDI Value: 2.0000
Point 95 -> Point 20, HEIDI Value: 2.0000
Point 95 -> Point 83, HEIDI Value: 2.0000
Point 95 -> Point 176, HEIDI Value: 2.0000
Point 95 -> Point 226, HEIDI Value: 2.0000
Point 95 -> Point 264, HEIDI Value: 2.0000
Point 96 -> Point 115, HEIDI Value: 2.0000
Point 96 -> Point 155, HEIDI Value: 2.0000
Point 96 -> Point 165, HEIDI Value: 2.0000
Point 96 -> Point 258, HEIDI Value: 2.0000
Point 96 -> Point 289, HEIDI Value: 2.0000
Point 97 -> Point 123, HEIDI Value: 2.0000
Point 97 -> Point 171, HEIDI Value: 2.0000
Point 97 -> Point 196, HEIDI Value: 2.0000
Point 98 -> Point 51, HEIDI Value: 2.0000
Point 98 -> Point 61, HEIDI Value: 2.0000
Point 98 -> Point 115, HEIDI Value: 2.0000
Point 98 -> Point 155, HEIDI Value: 2.0000
Point 98 -> Point 289, HEIDI Value: 2.0000
Point 99 -> Point 16, HEIDI Value: 2.0000
Point 99 -> Point 35, HEIDI Value: 2.0000
Point 99 -> Point 140, HEIDI Value: 2.0000
Point 99 -> Point 161, HEIDI Value: 2.0000
Point 100 -> Point 22, HEIDI Value: 2.0000
Point 100 -> Point 39, HEIDI Value: 2.0000
Point 100 -> Point 51, HEIDI Value: 2.0000
Point 100 -> Point 143, HEIDI Value: 2.0000
Point 101 -> Point 297, HEIDI Value: 2.0000
Point 102 -> Point 2, HEIDI Value: 2.0000
Point 102 -> Point 55, HEIDI Value: 2.0000
Point 102 -> Point 231, HEIDI Value: 2.0000
Point 102 -> Point 259, HEIDI Value: 2.0000
Point 102 -> Point 264, HEIDI Value: 2.0000
Point 103 -> Point 66, HEIDI Value: 2.0000
Point 103 -> Point 127, HEIDI Value: 2.0000
Point 103 -> Point 235, HEIDI Value: 2.0000
Point 104 -> Point 50, HEIDI Value: 2.0000
Point 104 -> Point 130, HEIDI Value: 2.0000
Point 104 -> Point 243, HEIDI Value: 2.0000
Point 104 -> Point 271, HEIDI Value: 2.0000
Point 105 -> Point 5, HEIDI Value: 2.0000
Point 105 -> Point 76, HEIDI Value: 2.0000
Point 105 -> Point 141, HEIDI Value: 2.0000
Point 105 -> Point 145, HEIDI Value: 2.0000
Point 105 -> Point 194, HEIDI Value: 2.0000
Point 105 -> Point 254, HEIDI Value: 2.0000
Point 106 -> Point 0, HEIDI Value: 2.0000
Point 106 -> Point 107, HEIDI Value: 2.0000
Point 106 -> Point 150, HEIDI Value: 2.0000
Point 106 -> Point 272, HEIDI Value: 2.0000
Point 107 -> Point 0, HEIDI Value: 2.0000
Point 107 -> Point 163, HEIDI Value: 2.0000
Point 107 -> Point 272, HEIDI Value: 2.0000
Point 108 -> Point 14, HEIDI Value: 2.0000
Point 108 -> Point 59, HEIDI Value: 2.0000
Point 108 -> Point 109, HEIDI Value: 2.0000
Point 108 -> Point 186, HEIDI Value: 2.0000
Point 108 -> Point 238, HEIDI Value: 2.0000
Point 109 -> Point 108, HEIDI Value: 2.0000
Point 109 -> Point 151, HEIDI Value: 2.0000
Point 109 -> Point 238, HEIDI Value: 2.0000
Point 110 -> Point 251, HEIDI Value: 2.0000
Point 111 -> Point 151, HEIDI Value: 2.0000
Point 111 -> Point 190, HEIDI Value: 2.0000
Point 112 -> Point 26, HEIDI Value: 2.0000
Point 112 -> Point 192, HEIDI Value: 2.0000
Point 112 -> Point 217, HEIDI Value: 2.0000
Point 112 -> Point 247, HEIDI Value: 2.0000
Point 112 -> Point 282, HEIDI Value: 2.0000
Point 113 -> Point 158, HEIDI Value: 2.0000
Point 113 -> Point 224, HEIDI Value: 2.0000
Point 113 -> Point 275, HEIDI Value: 2.0000
Point 114 -> Point 20, HEIDI Value: 2.0000
Point 114 -> Point 80, HEIDI Value: 2.0000
Point 114 -> Point 133, HEIDI Value: 2.0000
Point 114 -> Point 160, HEIDI Value: 2.0000
Point 114 -> Point 166, HEIDI Value: 2.0000
Point 114 -> Point 180, HEIDI Value: 2.0000
Point 115 -> Point 96, HEIDI Value: 2.0000
Point 115 -> Point 98, HEIDI Value: 2.0000
Point 115 -> Point 155, HEIDI Value: 2.0000
Point 115 -> Point 258, HEIDI Value: 2.0000
Point 115 -> Point 289, HEIDI Value: 2.0000
Point 116 -> Point 87, HEIDI Value: 2.0000
Point 116 -> Point 204, HEIDI Value: 2.0000
Point 116 -> Point 251, HEIDI Value: 2.0000
Point 117 -> Point 86, HEIDI Value: 2.0000
Point 117 -> Point 154, HEIDI Value: 2.0000
Point 118 -> Point 186, HEIDI Value: 2.0000
Point 118 -> Point 198, HEIDI Value: 2.0000
Point 118 -> Point 267, HEIDI Value: 2.0000
Point 118 -> Point 268, HEIDI Value: 2.0000
Point 119 -> Point 12, HEIDI Value: 2.0000
Point 119 -> Point 174, HEIDI Value: 2.0000
Point 119 -> Point 247, HEIDI Value: 2.0000
Point 120 -> Point 25, HEIDI Value: 2.0000
Point 120 -> Point 121, HEIDI Value: 2.0000
Point 121 -> Point 1, HEIDI Value: 2.0000
Point 121 -> Point 25, HEIDI Value: 2.0000
Point 121 -> Point 120, HEIDI Value: 2.0000
Point 121 -> Point 177, HEIDI Value: 2.0000
Point 122 -> Point 36, HEIDI Value: 2.0000
Point 122 -> Point 62, HEIDI Value: 2.0000
Point 122 -> Point 227, HEIDI Value: 2.0000
Point 122 -> Point 252, HEIDI Value: 2.0000
Point 123 -> Point 97, HEIDI Value: 2.0000
Point 123 -> Point 124, HEIDI Value: 2.0000
Point 123 -> Point 167, HEIDI Value: 2.0000
Point 123 -> Point 196, HEIDI Value: 2.0000
Point 124 -> Point 123, HEIDI Value: 2.0000
Point 124 -> Point 171, HEIDI Value: 2.0000
Point 124 -> Point 281, HEIDI Value: 2.0000
Point 125 -> Point 3, HEIDI Value: 2.0000
Point 125 -> Point 107, HEIDI Value: 2.0000
Point 125 -> Point 163, HEIDI Value: 2.0000
Point 125 -> Point 177, HEIDI Value: 2.0000
Point 125 -> Point 272, HEIDI Value: 2.0000
Point 126 -> Point 252, HEIDI Value: 2.0000
Point 126 -> Point 262, HEIDI Value: 2.0000
Point 127 -> Point 32, HEIDI Value: 2.0000
Point 127 -> Point 64, HEIDI Value: 2.0000
Point 127 -> Point 66, HEIDI Value: 2.0000
Point 127 -> Point 210, HEIDI Value: 2.0000
Point 127 -> Point 216, HEIDI Value: 2.0000
Point 128 -> Point 7, HEIDI Value: 2.0000
Point 128 -> Point 86, HEIDI Value: 2.0000
Point 128 -> Point 136, HEIDI Value: 2.0000
Point 128 -> Point 139, HEIDI Value: 2.0000
Point 128 -> Point 209, HEIDI Value: 2.0000
Point 129 -> Point 81, HEIDI Value: 2.0000
Point 129 -> Point 154, HEIDI Value: 2.0000
Point 129 -> Point 196, HEIDI Value: 2.0000
Point 130 -> Point 107, HEIDI Value: 2.0000
Point 130 -> Point 121, HEIDI Value: 2.0000
Point 130 -> Point 162, HEIDI Value: 2.0000
Point 131 -> Point 50, HEIDI Value: 2.0000
Point 131 -> Point 104, HEIDI Value: 2.0000
Point 131 -> Point 130, HEIDI Value: 2.0000
Point 131 -> Point 181, HEIDI Value: 2.0000
Point 131 -> Point 243, HEIDI Value: 2.0000
Point 131 -> Point 271, HEIDI Value: 2.0000
Point 131 -> Point 286, HEIDI Value: 2.0000
Point 132 -> Point 31, HEIDI Value: 2.0000
Point 132 -> Point 33, HEIDI Value: 2.0000
Point 132 -> Point 56, HEIDI Value: 2.0000
Point 132 -> Point 91, HEIDI Value: 2.0000
Point 132 -> Point 277, HEIDI Value: 2.0000
Point 132 -> Point 293, HEIDI Value: 2.0000
Point 133 -> Point 20, HEIDI Value: 2.0000
Point 133 -> Point 95, HEIDI Value: 2.0000
Point 133 -> Point 114, HEIDI Value: 2.0000
Point 134 -> Point 176, HEIDI Value: 2.0000
Point 134 -> Point 264, HEIDI Value: 2.0000
Point 134 -> Point 276, HEIDI Value: 2.0000
Point 134 -> Point 298, HEIDI Value: 2.0000
Point 135 -> Point 13, HEIDI Value: 2.0000
Point 135 -> Point 58, HEIDI Value: 2.0000
Point 135 -> Point 77, HEIDI Value: 2.0000
Point 135 -> Point 248, HEIDI Value: 2.0000
Point 135 -> Point 292, HEIDI Value: 2.0000
Point 136 -> Point 17, HEIDI Value: 2.0000
Point 136 -> Point 43, HEIDI Value: 2.0000
Point 136 -> Point 139, HEIDI Value: 2.0000
Point 136 -> Point 209, HEIDI Value: 2.0000
Point 136 -> Point 219, HEIDI Value: 2.0000
Point 136 -> Point 256, HEIDI Value: 2.0000
Point 137 -> Point 15, HEIDI Value: 2.0000
Point 137 -> Point 203, HEIDI Value: 2.0000
Point 137 -> Point 245, HEIDI Value: 2.0000
Point 138 -> Point 9, HEIDI Value: 2.0000
Point 138 -> Point 28, HEIDI Value: 2.0000
